Order ID , Order Item ID , Order YearMonth , Order Year , Order Month , Order Day ,Order Time,Order Quantity,Product Department,Product Category,Product Name, Customer ID ,Customer Market,Customer Region,Customer Country,Warehouse Country,Shipment Year,Shipment Month,Shipment Day,Shipment Mode, Shipment Days - Scheduled , Gross Sales , Discount % , Profit ,date,date_order,date_ship,Temps de traitements Commande-Livraison (Jours)
618,1508,201501,2015,1,10,00:09,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,12037,LATAM,Caribbean,Dominican�Republic,Puerto Rico,2015,1,14,Standard Class,4,300,0.03,147,10/01/2015,10/01/2015,14/01/2015,4
633,1552,201501,2015,1,10,05:25,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,12249,LATAM,Central America,Mexico,USA,2015,1,14,Standard Class,4,100,0.15,125,10/01/2015,10/01/2015,14/01/2015,4
636,1555,201501,2015,1,10,06:28,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,10371,LATAM,South America,Chile,USA,2015,1,12,Standard Class,4,300,0.01,147,10/01/2015,10/01/2015,12/01/2015,2
638,1561,201501,2015,1,10,07:10,1,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,3626,LATAM,Caribbean,Haiti,USA,2015,1,14,Standard Class,4,100,0.09,245,10/01/2015,10/01/2015,14/01/2015,4
653,1599,201501,2015,1,10,12:25,5,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,10473,LATAM,Central America,Honduras,Puerto Rico,2015,1,14,Second Class,2,250,0.05,125,10/01/2015,10/01/2015,14/01/2015,4
655,1605,201501,2015,1,10,13:07,4,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,1206,LATAM,South America,Per�,Puerto Rico,2015,1,12,First Class,1,200,0.2,125,10/01/2015,10/01/2015,12/01/2015,2
656,1609,201501,2015,1,10,13:28,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,1646,LATAM,South America,Per�,USA,2015,1,12,Standard Class,4,200,  -  ,125,10/01/2015,10/01/2015,12/01/2015,2
673,1652,201501,2015,1,10,19:25,4,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,2157,LATAM,Central America,Honduras,USA,2015,1,14,Standard Class,4,120,0.04,68,10/01/2015,10/01/2015,14/01/2015,4
675,1656,201501,2015,1,10,20:07,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3414,LATAM,Central America,Honduras,Puerto Rico,2015,1,16,Standard Class,4,400,0.16,200,10/01/2015,10/01/2015,16/01/2015,6
676,1659,201501,2015,1,10,20:28,2,Footwear,Cardio Equipment,Nike Women's Tempo Shorts,5653,LATAM,Central America,Honduras,USA,2015,1,24,Standard Class,4,60,0.03,55,10/01/2015,10/01/2015,24/01/2015,14
678,1665,201501,2015,1,10,21:11,5,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,9667,LATAM,Central America,El Salvador,USA,2015,1,14,Standard Class,4,500,0.18,245,10/01/2015,10/01/2015,14/01/2015,4
693,1699,201501,2015,1,11,02:26,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,10081,LATAM,Central America,El Salvador,USA,2015,4,24,Standard Class,4,300,0.17,150,11/01/2015,11/01/2015,24/04/2015,103
695,1703,201501,2015,1,11,03:08,4,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,12224,LATAM,Central America,Mexico,USA,2015,1,17,Standard Class,4,200,0.17,125,11/01/2015,11/01/2015,17/01/2015,6
696,1709,201501,2015,1,11,03:29,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,11166,LATAM,Central America,Mexico,Puerto Rico,2015,1,13,Standard Class,4,130,0.01,65,11/01/2015,11/01/2015,13/01/2015,2
698,1716,201501,2015,1,11,04:11,2,Outdoors,Golf Balls,Glove It Women's Imperial Golf Glove,5283,LATAM,Central America,Mexico,USA,2015,2,4,First Class,1,40,0.04,44,11/01/2015,11/01/2015,04/02/2015,24
715,1757,201501,2015,1,11,10:08,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,864,LATAM,Caribbean,Dominican�Republic,USA,2015,1,17,Standard Class,4,200,0.03,97,11/01/2015,11/01/2015,17/01/2015,6
716,1762,201501,2015,1,11,10:29,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2581,LATAM,Central America,Mexico,USA,2015,1,13,Standard Class,4,100,0.12,125,11/01/2015,11/01/2015,13/01/2015,2
735,1808,201501,2015,1,11,17:09,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9142,LATAM,Central America,Mexico,Puerto Rico,2015,1,17,Standard Class,4,130,0.12,65,11/01/2015,11/01/2015,17/01/2015,6
736,1810,201501,2015,1,11,17:30,3,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,8536,LATAM,Central America,Mexico,USA,2015,1,13,Standard Class,4,150,0.17,125,11/01/2015,11/01/2015,13/01/2015,2
738,1813,201501,2015,1,11,18:12,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,10042,LATAM,South America,Brazil,USA,2015,1,15,Standard Class,4,240,0.17,147,11/01/2015,11/01/2015,15/01/2015,4
753,1850,201501,2015,1,11,23:27,5,Outdoors,Trade-In,Glove It Urban Brick Golf Towel,5094,LATAM,Central America,Mexico,USA,2015,1,13,First Class,1,80,0.01,31,11/01/2015,11/01/2015,13/01/2015,2
755,1856,201501,2015,1,12,00:09,2,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,1478,LATAM,Central America,Mexico,USA,2015,6,29,First Class,1,200,0.04,245,12/01/2015,12/01/2015,29/06/2015,168
756,1859,201501,2015,1,12,00:30,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8441,LATAM,South America,Argentina,USA,2015,1,27,First Class,1,400,0.01,200,12/01/2015,12/01/2015,27/01/2015,15
758,1869,201501,2015,1,12,01:12,1,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,1244,LATAM,South America,Argentina,USA,2015,1,14,First Class,1,40,0.15,97,12/01/2015,12/01/2015,14/01/2015,2
773,1907,201501,2015,1,12,06:27,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10414,LATAM,Central America,Mexico,USA,2015,1,16,Standard Class,4,400,0.12,200,12/01/2015,12/01/2015,16/01/2015,4
776,1913,201501,2015,1,12,07:31,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,3180,LATAM,Central America,Mexico,USA,2015,1,14,Second Class,2,150,0.06,125,12/01/2015,12/01/2015,14/01/2015,2
778,1918,201501,2015,1,12,08:13,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,5759,LATAM,Caribbean,Dominican�Republic,Puerto Rico,2015,1,16,Second Class,2,120,0.2,147,12/01/2015,12/01/2015,16/01/2015,4
793,1960,201501,2015,1,12,13:28,1,Outdoors,Golf Balls,Glove It Women's Mod Oval Golf Glove,11007,LATAM,South America,Bolivia,Puerto Rico,2015,1,16,Second Class,2,20,0.04,47,12/01/2015,12/01/2015,16/01/2015,4
795,1966,201501,2015,1,12,14:10,2,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,7219,LATAM,South America,Argentina,USA,2015,2,4,Second Class,2,80,  -  ,97,12/01/2015,12/01/2015,04/02/2015,23
796,1969,201501,2015,1,18,11:21,3,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,11292,LATAM,South America,Argentina,Puerto Rico,2015,1,22,Standard Class,4,120,0.2,97,18/01/2015,18/01/2015,22/01/2015,4
798,1975,201501,2015,1,12,15:13,1,Golf,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,8709,LATAM,Central America,Mexico,USA,2015,1,16,Standard Class,4,30,0.01,71,12/01/2015,12/01/2015,16/01/2015,4
813,2017,201501,2015,1,12,20:28,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,2027,LATAM,South America,Uruguay,USA,2015,2,12,Standard Class,4,240,0.04,147,12/01/2015,12/01/2015,12/02/2015,31
815,2024,201501,2015,1,12,21:10,5,Outdoors,Trade-In,Glove It Urban Brick Golf Towel,11713,LATAM,South America,Venezuela,USA,2015,1,13,Same Day,3,80,  -  ,31,12/01/2015,12/01/2015,13/01/2015,1
816,2029,201501,2015,1,12,21:31,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,794,LATAM,South America,Venezuela,USA,2016,5,22,Same Day,3,100,0.13,125,12/01/2015,12/01/2015,22/05/2016,496
818,2036,201501,2015,1,12,22:13,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,8459,LATAM,South America,Venezuela,Puerto Rico,2015,1,14,First Class,1,300,0.07,147,12/01/2015,12/01/2015,14/01/2015,2
836,2081,201501,2015,1,13,04:32,5,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2372,LATAM,Central America,Mexico,Puerto Rico,2015,1,15,Second Class,2,250,0.09,125,13/01/2015,13/01/2015,15/01/2015,2
853,2117,201501,2015,1,13,10:29,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,5542,LATAM,Central America,Mexico,Puerto Rico,2015,1,17,Standard Class,4,300,0.25,150,13/01/2015,13/01/2015,17/01/2015,4
855,2125,201501,2015,1,3,01:23,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,4535,LATAM,Central America,Mexico,USA,2015,1,6,Second Class,2,130,0.02,65,03/01/2015,03/01/2015,06/01/2015,3
856,2128,201501,2015,1,13,11:32,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,9876,LATAM,Central America,Mexico,Puerto Rico,2015,1,15,Second Class,2,200,0.2,100,13/01/2015,13/01/2015,15/01/2015,2
858,2134,201501,2015,1,26,23:57,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,9137,LATAM,Central America,Mexico,USA,2016,4,23,Standard Class,4,100,0.12,125,26/01/2015,26/01/2015,23/04/2016,453
875,2185,201503,2015,3,21,20:44,1,Outdoors,Accessories,Team Golf Texas Longhorns Putter Grip,8330,LATAM,South America,Brazil,USA,2015,3,24,Standard Class,4,25,0.02,58,21/03/2015,21/03/2015,24/03/2015,3
878,2191,201501,2015,1,13,19:15,4,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,207,LATAM,Caribbean,Cuba,Puerto Rico,2015,1,17,Standard Class,4,200,0.04,125,13/01/2015,13/01/2015,17/01/2015,4
893,2228,201501,2015,1,14,00:30,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,3106,LATAM,Caribbean,Cuba,USA,2015,1,16,First Class,1,60,0.01,147,14/01/2015,14/01/2015,16/01/2015,2
895,2232,201501,2015,1,14,01:12,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7575,LATAM,Caribbean,Cuba,USA,2015,1,16,First Class,1,130,0.07,65,14/01/2015,14/01/2015,16/01/2015,2
898,2239,201501,2015,1,14,02:15,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5271,LATAM,Caribbean,Dominican�Republic,USA,2015,1,18,Standard Class,4,400,0.25,200,14/01/2015,14/01/2015,18/01/2015,4
913,2274,201501,2015,1,14,07:30,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,6408,LATAM,Central America,Honduras,Puerto Rico,2015,1,18,Standard Class,4,60,0.25,147,14/01/2015,14/01/2015,18/01/2015,4
915,2279,201501,2015,1,14,08:12,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,8495,LATAM,Central America,Mexico,USA,2015,1,20,Second Class,2,300,  -  ,147,14/01/2015,14/01/2015,20/01/2015,6
916,2281,201501,2015,1,14,08:33,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,48,LATAM,Central America,Mexico,USA,2015,1,16,Standard Class,4,200,0.02,100,14/01/2015,14/01/2015,16/01/2015,2
918,2292,201501,2015,1,14,09:15,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,780,LATAM,South America,Brazil,Puerto Rico,2015,1,18,Standard Class,4,200,0.25,125,14/01/2015,14/01/2015,18/01/2015,4
933,2335,201501,2015,1,14,14:31,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,446,LATAM,South America,Colombia,USA,2015,1,16,First Class,1,200,0.16,125,14/01/2015,14/01/2015,16/01/2015,2
935,2342,201501,2015,1,14,15:13,3,Footwear,Electronics,Under Armour Kids' Mercenary Slide,10086,LATAM,South America,Colombia,USA,2015,1,20,Second Class,2,84,0.05,60,14/01/2015,14/01/2015,20/01/2015,6
936,2344,201501,2015,1,14,15:34,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7202,LATAM,South America,Colombia,Puerto Rico,2015,1,16,Second Class,2,400,0.09,200,14/01/2015,14/01/2015,16/01/2015,2
955,2369,201501,2015,1,14,22:13,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,8117,LATAM,Caribbean,Dominican�Republic,Puerto Rico,2016,4,19,Standard Class,4,200,0.15,125,14/01/2015,14/01/2015,19/04/2016,461
956,2372,201501,2015,1,14,22:34,1,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,4484,LATAM,South America,Brazil,USA,2015,1,16,First Class,1,30,0.01,68,14/01/2015,14/01/2015,16/01/2015,2
958,2379,201501,2015,1,14,23:16,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,12050,LATAM,South America,Brazil,USA,2015,1,19,First Class,1,120,0.17,147,14/01/2015,14/01/2015,19/01/2015,5
973,2422,201501,2015,1,7,22:45,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,5118,LATAM,Caribbean,Cuba,Puerto Rico,2015,1,10,Standard Class,4,200,0.16,100,07/01/2015,07/01/2015,10/01/2015,3
976,2428,201501,2015,1,15,05:35,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,1088,LATAM,Central America,Mexico,Puerto Rico,2015,1,17,First Class,1,200,0.13,100,15/01/2015,15/01/2015,17/01/2015,2
978,2433,201501,2015,1,15,06:17,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,4130,LATAM,Caribbean,Cuba,USA,2015,1,17,First Class,1,150,0.03,125,15/01/2015,15/01/2015,17/01/2015,2
993,2473,201501,2015,1,16,07:09,5,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5122,LATAM,Caribbean,Dominican�Republic,USA,2015,1,21,First Class,1,250,0.17,125,16/01/2015,16/01/2015,21/01/2015,5
995,2476,201501,2015,1,15,12:14,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,10907,LATAM,Caribbean,Dominican�Republic,USA,2015,11,30,First Class,1,120,0.09,147,15/01/2015,15/01/2015,30/11/2015,319
996,2479,201501,2015,1,15,12:35,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,12221,LATAM,South America,Colombia,Puerto Rico,2015,1,17,Second Class,2,100,0.25,125,15/01/2015,15/01/2015,17/01/2015,2
998,2487,201501,2015,1,15,13:17,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1739,LATAM,South America,Brazil,Puerto Rico,2015,1,19,Second Class,2,400,0.17,200,15/01/2015,15/01/2015,19/01/2015,4
1103,2744,201501,2015,1,17,02:04,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,10519,LATAM,Caribbean,Dominican�Republic,Puerto Rico,2015,1,17,Same Day,3,120,0.2,147,17/01/2015,17/01/2015,17/01/2015,0
1105,2748,201501,2015,1,17,02:46,4,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,9760,LATAM,Caribbean,Jamaica,Puerto Rico,2015,1,23,Standard Class,4,180,0.01,106,17/01/2015,17/01/2015,23/01/2015,6
1106,2751,201502,2015,2,5,01:31,5,Outdoors,Electronics,Titleist Pro V1x High Numbers Personalized Go,2106,LATAM,Caribbean,Jamaica,USA,2015,2,7,Standard Class,4,260,0.02,122,05/02/2015,05/02/2015,07/02/2015,2
1108,2754,201511,2015,11,25,01:38,1,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Carolina,7700,LATAM,Caribbean,Jamaica,USA,2015,12,1,Standard Class,4,32,0.15,73,25/11/2015,25/11/2015,01/12/2015,6
1121,2784,201602,2016,2,20,19:12,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,423,LATAM,Central America,Mexico,USA,2016,2,26,Second Class,2,240,0.2,147,20/02/2016,20/02/2016,26/02/2016,6
1123,2792,201501,2015,1,17,09:05,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2311,LATAM,South America,Argentina,USA,2015,1,21,Standard Class,4,400,0.01,200,17/01/2015,17/01/2015,21/01/2015,4
1125,2795,201501,2015,1,17,09:47,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7287,LATAM,South America,Argentina,Puerto Rico,2015,1,23,Standard Class,4,400,  -  ,200,17/01/2015,17/01/2015,23/01/2015,6
1128,2799,201501,2015,1,17,10:50,3,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,1498,LATAM,South America,Colombia,USA,2016,4,20,Standard Class,4,180,0.25,147,17/01/2015,17/01/2015,20/04/2016,459
1131,2805,201501,2015,1,17,11:53,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,5533,LATAM,Central America,Mexico,Puerto Rico,2015,1,19,Second Class,2,60,0.04,147,17/01/2015,17/01/2015,19/01/2015,2
1133,2813,201501,2015,1,17,12:35,4,Outdoors,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,5937,LATAM,Central America,Nicaragua,Puerto Rico,2015,1,23,Second Class,2,72,0.06,42,17/01/2015,17/01/2015,23/01/2015,6
1135,2820,201501,2015,1,17,13:17,2,Outdoors,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,5359,LATAM,Central America,El Salvador,USA,2015,1,29,Second Class,2,36,0.06,42,17/01/2015,17/01/2015,29/01/2015,12
1138,2828,201501,2015,1,17,14:20,1,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,10777,LATAM,Central America,El Salvador,Puerto Rico,2015,1,21,Standard Class,4,40,0.02,97,17/01/2015,17/01/2015,21/01/2015,4
1151,2853,201501,2015,1,17,18:53,3,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,6022,LATAM,Caribbean,Dominican�Republic,USA,2015,1,19,Standard Class,4,120,0.04,97,17/01/2015,17/01/2015,19/01/2015,2
1153,2855,201501,2015,1,17,19:35,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,712,LATAM,Caribbean,Dominican�Republic,Puerto Rico,2015,1,21,Second Class,2,100,0.04,125,17/01/2015,17/01/2015,21/01/2015,4
1156,2861,201507,2015,7,11,01:39,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,4725,LATAM,Central America,Panama,USA,2015,7,17,Standard Class,4,300,0.15,150,11/07/2015,11/07/2015,17/07/2015,6
1158,2868,201501,2015,1,17,21:20,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,7762,LATAM,South America,Argentina,USA,2015,1,21,Second Class,2,200,0.1,100,17/01/2015,17/01/2015,21/01/2015,4
1161,2879,201501,2015,1,17,22:23,5,Outdoors,Golf Balls,Hirzl Women's Hybrid Golf Glove,1657,LATAM,South America,Argentina,Puerto Rico,2015,1,19,Standard Class,4,75,0.07,36,17/01/2015,17/01/2015,19/01/2015,2
1163,2889,201501,2015,1,17,23:06,1,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,965,LATAM,Caribbean,Cuba,USA,2015,1,21,Standard Class,4,50,0.16,125,17/01/2015,17/01/2015,21/01/2015,4
1165,2891,201501,2015,1,17,23:48,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,5885,LATAM,South America,Brazil,Puerto Rico,2015,1,23,Second Class,2,240,0.17,147,17/01/2015,17/01/2015,23/01/2015,6
1166,2894,201501,2015,1,18,00:09,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,8936,LATAM,South America,Brazil,USA,2015,1,20,Standard Class,4,200,0.04,97,18/01/2015,18/01/2015,20/01/2015,2
1181,2932,201501,2015,1,18,05:24,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5491,LATAM,Central America,Mexico,Puerto Rico,2015,1,18,Same Day,3,400,0.12,200,18/01/2015,18/01/2015,18/01/2015,0
1183,2939,201501,2015,1,18,06:06,3,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,11732,LATAM,Central America,Mexico,Puerto Rico,2015,1,18,Same Day,3,120,0.03,97,18/01/2015,18/01/2015,18/01/2015,0
1186,2948,201501,2015,1,18,07:09,4,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,11947,LATAM,Central America,Mexico,USA,2015,1,20,Standard Class,4,400,0.01,245,18/01/2015,18/01/2015,20/01/2015,2
1188,2953,201501,2015,1,18,07:51,2,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,8957,LATAM,Central America,Mexico,Puerto Rico,2016,5,31,Standard Class,4,200,0.1,245,18/01/2015,18/01/2015,31/05/2016,499
1191,2958,201501,2015,1,18,08:54,3,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,3254,LATAM,Caribbean,Cuba,USA,2015,1,20,Standard Class,4,120,0.02,97,18/01/2015,18/01/2015,20/01/2015,2
1195,2969,201501,2015,1,18,10:18,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7703,LATAM,Caribbean,Dominican�Republic,USA,2015,1,24,Standard Class,4,100,  -  ,125,18/01/2015,18/01/2015,24/01/2015,6
1196,2971,201501,2015,1,18,10:39,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,2737,LATAM,South America,Brazil,Puerto Rico,2015,1,20,Standard Class,4,200,0.01,100,18/01/2015,18/01/2015,20/01/2015,2
1198,2976,201501,2015,1,7,20:39,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,182,LATAM,Central America,Mexico,Puerto Rico,2015,1,9,Standard Class,4,130,0.25,65,07/01/2015,07/01/2015,09/01/2015,2
1305,3228,201501,2015,1,20,00:50,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,3844,LATAM,Central America,Mexico,USA,2016,5,2,Standard Class,4,240,0.25,147,20/01/2015,20/01/2015,02/05/2016,468
1306,3229,201501,2015,1,20,01:11,4,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,11672,LATAM,South America,Argentina,Puerto Rico,2015,3,30,Standard Class,4,400,0.18,245,20/01/2015,20/01/2015,30/03/2015,69
1308,3233,201501,2015,1,20,01:54,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,11645,LATAM,Central America,Nicaragua,USA,2015,1,24,Standard Class,4,200,0.17,100,20/01/2015,20/01/2015,24/01/2015,4
1321,3271,201501,2015,1,20,06:27,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,800,LATAM,Central America,Mexico,Puerto Rico,2015,1,22,Standard Class,4,130,0.01,65,20/01/2015,20/01/2015,22/01/2015,2
1323,3276,201504,2015,4,26,19:17,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,7422,LATAM,South America,Brazil,USA,2015,4,27,First Class,1,60,0.13,147,26/04/2015,26/04/2015,27/04/2015,1
1325,3277,201506,2015,6,25,07:38,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,10425,LATAM,South America,Brazil,USA,2015,6,25,Standard Class,4,120,  -  ,147,25/06/2015,25/06/2015,25/06/2015,0
1326,3278,201501,2015,1,20,08:12,5,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,10811,LATAM,Central America,Mexico,Puerto Rico,2015,1,22,Standard Class,4,250,0.05,125,20/01/2015,20/01/2015,22/01/2015,2
1328,3286,201501,2015,1,20,08:54,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,2844,LATAM,Central America,Mexico,USA,2015,1,24,Second Class,2,300,0.1,147,20/01/2015,20/01/2015,24/01/2015,4
1331,3296,201501,2015,1,20,09:57,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1426,LATAM,Central America,Mexico,USA,2015,1,22,Second Class,2,400,0.1,200,20/01/2015,20/01/2015,22/01/2015,2
1333,3303,201501,2015,1,20,10:39,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,905,LATAM,Central America,Mexico,USA,2015,1,22,First Class,1,300,0.09,147,20/01/2015,20/01/2015,22/01/2015,2
1335,3307,201501,2015,1,20,11:21,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5762,LATAM,South America,Argentina,Puerto Rico,2015,1,22,First Class,1,200,0.1,125,20/01/2015,20/01/2015,22/01/2015,2
1336,3309,201501,2015,1,20,11:42,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5627,LATAM,South America,Colombia,USA,2015,1,22,First Class,1,400,0.07,200,20/01/2015,20/01/2015,22/01/2015,2
1351,3342,201502,2015,2,16,00:38,3,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,9452,LATAM,Caribbean,Cuba,USA,2015,2,21,Standard Class,4,180,0.05,147,16/02/2015,16/02/2015,21/02/2015,5
1353,3349,201501,2015,1,20,17:39,3,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,1727,LATAM,Caribbean,Cuba,USA,2015,1,24,Standard Class,4,300,0.2,245,20/01/2015,20/01/2015,24/01/2015,4
1355,3356,201501,2015,1,20,18:21,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,11218,LATAM,Central America,El Salvador,USA,2015,1,26,Standard Class,4,100,0.15,125,20/01/2015,20/01/2015,26/01/2015,6
1356,3360,201501,2015,1,20,18:43,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,8984,LATAM,South America,Brazil,Puerto Rico,2015,1,22,Standard Class,4,100,0.13,125,20/01/2015,20/01/2015,22/01/2015,2
